Date,Open,High,Low,Close,Volume
2024-09-09,266.62,267.37,265.57,265.97,44761183
2024-09-10,265.68,265.97,265.38,265.85,10953692
2024-09-11,265.1,266.73,264.28,266.14,26994986
2024-09-12,278.58,280.44,276.83,277.94,31614133
2024-09-13,279.48,282.39,276.64,276.97,50523561
2024-09-16,278.07,278.76,277.66,278.48,42401727
2024-09-17,276.75,278.55,272.95,278.3,87934717
2024-09-18,273.41,274.03,272.32,272.45,93624212
2024-09-19,278.47,279.12,277.6,278.05,74276431
2024-09-20,280.84,282.32,279.45,281.82,41343819
2024-09-23,285.32,287.64,283.3,285.83,99796264
2024-09-24,280.57,282.21,278.48,281.15,71423138
2024-09-25,289.79,292.59,286.78,288.25,95676088
2024-09-26,280.22,284.0,278.41,280.98,62158173
2024-09-27,283.93,287.56,280.23,283.94,48067502
2024-09-30,294.87,296.35,292.43,295.14,66483185
2024-10-01,290.62,292.17,289.17,289.88,98353031
2024-10-02,285.84,287.21,285.19,286.92,78587632
2024-10-03,287.46,287.56,287.29,287.44,67421126
2024-10-04,285.32,287.32,284.08,284.83,19953821
2024-10-07,277.97,280.63,276.17,276.88,71483654
2024-10-08,277.87,280.62,276.29,277.22,65456322
2024-10-09,270.08,272.27,268.41,271.92,92117696
2024-10-10,274.41,275.18,273.24,274.24,43957412
2024-10-11,270.55,271.89,269.17,269.7,38044174
2024-10-14,277.31,280.9,275.09,277.23,86666404
2024-10-15,273.58,275.12,270.72,273.32,34334476
2024-10-16,270.91,271.89,269.06,271.73,24722791
2024-10-17,277.09,278.56,274.39,275.71,91272708
2024-10-18,269.79,272.4,268.09,269.6,50487099
2024-10-21,270.72,271.43,270.06,270.71,19837695
2024-10-22,278.71,280.78,274.03,277.08,79217406
2024-10-23,269.27,269.62,268.74,269.06,50476928
2024-10-24,270.78,273.2,269.68,269.95,19326243
2024-10-25,271.14,271.75,270.84,271.22,63834274
2024-10-28,275.31,275.63,275.0,275.03,95272769
2024-10-29,271.97,274.71,266.55,268.91,55759166
2024-10-30,261.11,262.63,259.49,262.52,91079560
2024-10-31,263.54,265.47,261.6,264.98,28895649
2024-11-01,265.72,267.88,264.6,266.4,75065901
2024-11-04,268.9,271.56,265.48,267.6,15553535
2024-11-05,269.08,271.7,264.63,269.27,13678621
2024-11-06,265.49,266.55,264.62,265.97,25074661
2024-11-07,267.43,269.45,264.26,267.09,31777762
2024-11-08,271.18,274.02,264.97,268.5,86795463
2024-11-11,263.77,265.17,262.9,265.04,84080002
2024-11-12,273.22,273.98,272.44,273.94,40450573
2024-11-13,273.39,276.33,271.3,276.28,72451660
2024-11-14,269.81,270.79,268.23,270.36,53757228
2024-11-15,273.39,273.87,272.84,273.55,54050399
2024-11-18,267.04,269.99,263.38,268.75,52161441
2024-11-19,271.4,273.75,267.56,272.56,36150956
2024-11-20,276.6,278.32,275.15,278.24,85656764
2024-11-21,273.72,275.33,270.53,274.13,40885970
2024-11-22,278.59,280.48,276.61,278.89,88665231
2024-11-25,277.55,281.2,275.48,280.96,71684647
2024-11-26,284.12,285.7,281.96,285.12,92384528
2024-11-27,296.53,298.4,293.52,294.85,12681206
2024-11-28,295.4,299.77,292.15,293.55,66975081
2024-11-29,290.49,292.1,287.59,289.57,94123279
2024-12-02,286.23,287.77,283.2,284.93,50844645
2024-12-03,282.29,285.4,280.11,280.75,91501371
2024-12-04,280.82,281.13,280.12,280.36,96743361
2024-12-05,282.29,282.92,281.94,282.08,54675521
2024-12-06,283.64,286.68,281.77,283.48,55545655
2024-12-09,287.97,289.49,287.06,287.7,70303470
2024-12-10,288.12,290.33,283.87,287.77,68558971
2024-12-11,297.52,299.44,295.07,295.3,94399393
2024-12-12,293.2,296.09,291.57,293.89,58383190
2024-12-13,308.35,311.42,305.56,308.28,79441078
2024-12-16,312.53,313.56,311.31,311.76,48636252
2024-12-17,305.59,309.72,303.53,306.95,99152742
2024-12-18,301.09,302.29,298.82,301.03,43015348
2024-12-19,302.94,304.83,299.83,303.64,41263040
2024-12-20,302.71,305.38,300.03,302.42,86151696
2024-12-23,306.79,308.06,304.0,306.31,76469096
2024-12-24,307.9,309.51,306.49,308.92,12250397
2024-12-25,308.98,309.44,307.96,308.51,53942324
2024-12-26,304.21,305.54,302.47,303.81,20390284
2024-12-27,295.09,296.58,293.24,295.53,51846292
2024-12-30,293.3,294.0,292.9,293.15,70404788
2024-12-31,298.37,300.43,294.49,297.67,52397458
2025-01-01,299.27,301.4,297.38,298.82,51280792
2025-01-02,292.17,293.56,291.37,292.12,11472542
2025-01-03,290.86,294.42,289.29,293.03,68665296
2025-01-06,294.95,295.79,294.02,295.06,14473014
2025-01-07,290.73,291.12,290.32,290.37,23245462
2025-01-08,292.35,294.08,289.88,291.17,60894269
2025-01-09,292.71,293.63,290.95,291.47,80638665
2025-01-10,283.54,285.9,282.36,285.48,48362595
2025-01-13,287.91,288.52,287.03,287.32,49839283
2025-01-14,290.51,292.65,289.22,290.22,61929747
2025-01-15,296.84,297.54,295.58,295.87,78304749
2025-01-16,303.13,304.88,300.18,301.49,53099123
2025-01-17,295.84,297.67,293.89,294.01,47452622
2025-01-20,289.83,290.45,288.95,289.05,13388445
2025-01-21,292.06,294.71,290.09,291.73,96629054
2025-01-22,295.64,298.56,292.86,294.42,86776652
2025-01-23,299.03,302.1,293.82,297.15,55276218
2025-01-24,317.55,322.07,313.31,317.76,18182535
2025-01-27,319.49,321.57,317.83,321.03,20196894
2025-01-28,326.8,327.84,325.77,327.59,22988365
2025-01-29,333.42,334.67,331.3,333.21,40031137
2025-01-30,336.22,338.2,334.71,337.12,47917521
2025-01-31,334.75,335.31,334.42,335.21,58439031
2025-02-03,340.13,342.79,336.39,339.79,29575137
2025-02-04,334.59,335.37,333.25,335.06,22762750
2025-02-05,333.28,334.03,332.89,333.63,31847630
2025-02-06,329.76,331.68,328.51,330.72,48647224
2025-02-07,327.6,331.36,325.52,331.2,10578526
2025-02-10,343.54,345.85,341.73,345.0,16612208
2025-02-11,335.17,337.97,332.58,333.41,57799289
2025-02-12,339.02,341.17,335.81,337.53,17587676
2025-02-13,328.34,329.68,326.64,327.73,77009689
2025-02-14,324.97,325.39,324.46,324.94,93650853
2025-02-17,331.34,331.8,330.97,331.31,99020624
2025-02-18,331.69,331.75,331.58,331.7,10814422
2025-02-19,325.51,326.17,324.88,325.26,99191511
2025-02-20,321.27,322.46,318.6,321.07,26406440
2025-02-21,323.56,327.03,319.25,325.0,22663723
2025-02-24,319.98,321.23,319.3,320.73,96824767
2025-02-25,321.9,324.5,318.45,321.98,26192668
2025-02-26,322.57,323.3,322.02,322.24,44971274
2025-02-27,318.16,322.8,311.89,318.46,71051512
2025-02-28,330.22,333.48,328.63,330.75,80797888
2025-03-03,332.23,335.79,330.14,334.53,31173866
2025-03-04,321.21,322.99,318.01,322.33,97588498
2025-03-05,323.54,325.96,321.98,323.41,20670216
2025-03-06,321.73,323.82,318.11,319.56,13641771
2025-03-07,323.06,327.1,320.24,324.47,49982531
2025-03-10,322.03,324.55,318.87,319.84,42995939
2025-03-11,320.84,322.44,318.66,319.18,14079441
2025-03-12,322.15,323.69,320.58,322.08,82465294
2025-03-13,325.59,327.16,324.44,327.1,33552818
2025-03-14,319.52,321.35,318.37,320.03,79297234
2025-03-17,316.54,319.95,314.99,318.1,25861936
2025-03-18,315.53,315.85,315.3,315.38,19937093
2025-03-19,311.89,313.56,309.75,311.67,19955951
2025-03-20,322.45,323.15,320.98,321.58,91132210
2025-03-21,324.87,327.57,319.89,323.92,57423958
2025-03-24,317.66,318.91,315.73,316.57,19144220
2025-03-25,323.12,325.28,319.66,321.8,64326176
2025-03-26,333.26,336.7,328.77,334.09,43122266
2025-03-27,340.86,343.17,339.28,340.3,12141912
2025-03-28,331.57,333.51,327.75,331.0,80253175
2025-03-31,330.67,335.02,324.94,328.11,94171702
2025-04-01,334.15,336.92,331.1,335.59,28740105
2025-04-02,330.76,331.81,330.21,331.32,70627118
2025-04-03,334.08,336.26,332.08,333.97,55969430
2025-04-04,339.46,340.52,338.47,338.62,28173652
2025-04-07,333.44,334.51,331.48,332.97,12195690
2025-04-08,332.69,332.94,332.41,332.62,53531276
2025-04-09,315.37,319.62,311.86,313.21,57406955
2025-04-10,306.9,307.67,305.17,307.43,29759626
2025-04-11,306.73,308.85,305.62,306.04,67005840
2025-04-14,298.16,300.85,295.78,299.16,95290435
2025-04-15,307.79,308.04,307.68,307.95,74598446
2025-04-16,301.68,304.28,297.86,300.03,37841304
2025-04-17,298.06,299.14,295.9,297.65,82164957
2025-04-18,298.4,302.68,295.4,298.35,91467080
2025-04-21,306.25,307.82,303.42,306.09,59885716
2025-04-22,297.89,299.52,296.73,298.18,38589907
2025-04-23,304.55,305.96,301.76,304.42,12464722
2025-04-24,305.6,306.85,303.71,304.48,50113874
2025-04-25,298.93,300.59,296.2,299.1,92245259
2025-04-28,302.51,305.38,301.24,301.59,82739625
2025-04-29,302.11,304.43,297.05,302.67,57494032
2025-04-30,299.36,299.99,298.46,299.4,80009956
2025-05-01,299.58,299.95,299.31,299.77,92892079
2025-05-02,298.36,299.17,296.96,297.69,53465574
2025-05-05,298.29,298.73,297.98,298.3,11722907
2025-05-06,303.82,305.08,301.49,301.86,40999906
2025-05-07,309.65,311.42,308.72,310.48,96756654
2025-05-08,303.45,305.04,301.23,303.56,83991663
2025-05-09,314.98,316.62,313.23,315.21,50476415
2025-05-12,302.89,306.77,300.9,304.14,99252066
2025-05-13,301.42,305.33,298.85,303.31,22374888
2025-05-14,306.0,307.64,305.27,306.52,75312198
2025-05-15,306.76,308.24,305.35,308.07,85452392
2025-05-16,303.28,308.66,299.37,304.62,54042449
2025-05-19,303.6,304.52,302.53,303.47,99418468
2025-05-20,297.5,301.28,294.78,300.78,51574796
2025-05-21,297.85,298.24,297.58,297.59,51006179
2025-05-22,303.17,305.23,300.11,302.14,38338206
2025-05-23,304.79,306.71,303.88,304.08,13881857
2025-05-26,301.88,302.82,300.05,300.29,14739400
2025-05-27,304.41,305.25,302.91,305.15,25168970
2025-05-28,307.48,308.51,306.13,306.84,60450229
2025-05-29,311.06,311.4,310.66,311.33,32148023
2025-05-30,314.63,314.93,314.05,314.86,74384099
2025-06-02,309.99,312.49,308.5,310.16,27278806
2025-06-03,305.82,308.3,304.6,307.03,70138668
2025-06-04,310.99,311.4,310.73,311.16,30137708
2025-06-05,314.57,315.75,312.68,314.58,70350625
2025-06-06,313.88,315.56,313.11,314.46,94758408
2025-06-09,314.49,315.91,312.86,315.13,59825495
2025-06-10,322.75,322.95,322.3,322.37,13110691
2025-06-11,319.72,320.16,318.92,318.94,95244177
2025-06-12,322.35,325.32,319.28,322.08,88797826
2025-06-13,320.84,323.21,319.69,320.91,23431835
2025-06-16,319.93,320.13,319.59,319.65,35090373
2025-06-17,325.61,327.12,323.84,325.98,95180395
2025-06-18,329.74,334.65,327.14,330.82,99973675
2025-06-19,334.85,336.19,334.16,335.66,96461588
2025-06-20,345.42,346.39,343.52,343.55,60316725
2025-06-23,344.44,347.76,340.07,343.68,81619648
2025-06-24,347.28,348.64,344.93,347.9,75347939
2025-06-25,347.27,348.42,345.11,345.96,36455291
2025-06-26,347.3,348.2,346.28,347.97,60495722
2025-06-27,348.4,350.12,346.64,347.16,55598220
2025-06-30,348.36,349.2,347.61,347.77,56426160
2025-07-01,352.33,355.45,350.0,351.49,86288117
2025-07-02,349.23,352.68,346.12,346.31,13287093
2025-07-03,359.45,360.4,357.96,359.36,78126345
2025-07-04,353.45,354.11,352.67,352.85,63926452
2025-07-07,345.9,349.15,339.68,345.14,85559979
2025-07-08,353.07,356.79,349.69,352.33,36271534
2025-07-09,357.98,358.85,356.94,357.35,12338377
2025-07-10,360.47,362.58,357.87,361.37,73107629
2025-07-11,365.09,366.28,363.7,365.46,27583780
2025-07-14,365.78,369.31,360.9,365.38,30696165
2025-07-15,358.4,362.12,355.97,359.47,93011541
2025-07-16,361.12,362.86,359.35,359.96,58730509
2025-07-17,353.53,357.76,351.34,355.58,41751305
2025-07-18,361.63,361.92,361.39,361.82,10737954
2025-07-21,360.7,361.54,359.89,360.86,84948994
2025-07-22,357.21,359.91,353.75,355.5,86204645
2025-07-23,355.09,356.26,352.59,353.44,15934261
2025-07-24,357.08,358.87,354.96,356.07,81619443
2025-07-25,352.62,353.06,351.98,352.46,52622487
2025-07-28,347.09,347.38,346.79,347.24,36227228
2025-07-29,349.8,350.65,348.75,348.76,21368856
2025-07-30,350.51,353.45,349.08,350.3,54696953
2025-07-31,345.55,348.17,343.8,347.1,91743035
2025-08-01,342.91,344.62,341.55,344.16,62866880
2025-08-04,344.17,346.96,341.49,345.6,84813558
2025-08-05,332.15,337.37,329.71,336.59,84099471
2025-08-06,328.78,334.51,325.61,328.06,14532688
2025-08-07,322.41,325.47,320.28,323.82,37995739
2025-08-08,323.34,323.95,322.0,322.58,41197881
2025-08-11,323.36,326.0,321.35,324.38,67464779
2025-08-12,331.29,334.48,328.2,333.0,12363162
2025-08-13,337.88,339.86,336.67,338.14,65213557
2025-08-14,337.98,340.37,335.12,337.16,82789684
2025-08-15,337.71,340.88,335.49,337.05,69635369
2025-08-18,327.31,332.48,324.11,330.97,96578874
2025-08-19,331.26,333.06,329.41,330.86,42557230
2025-08-20,328.79,330.38,328.1,329.14,76927749
2025-08-21,328.76,332.51,327.13,331.05,85386847
2025-08-22,326.47,327.77,325.64,326.12,94178655
2025-08-25,329.31,329.7,329.13,329.17,61791348
2025-08-26,338.63,342.35,336.68,338.25,97087158
2025-08-27,339.23,341.77,337.26,337.59,87139897
2025-08-28,342.06,344.91,337.38,340.03,29384838
2025-08-29,343.59,345.94,340.96,344.25,28664179
2025-09-01,342.09,342.83,341.33,341.77,82412984
2025-09-02,343.43,343.93,343.07,343.14,45002379
2025-09-03,343.0,344.14,340.66,343.22,15813775
2025-09-04,344.0,345.64,342.61,343.83,34019663
2025-09-05,339.27,344.49,336.64,339.04,89673898
2025-09-08,339.24,339.67,338.72,339.19,39022580
2025-09-09,339.92,344.42,337.55,342.23,83581516
2025-09-10,350.7,355.05,347.32,351.17,33383686
2025-09-11,355.99,359.32,352.62,357.23,28275555
2025-09-12,369.61,371.18,366.71,371.08,24219886
2025-09-15,368.26,371.21,365.34,365.95,93022130
2025-09-16,371.76,373.24,369.71,371.7,77487903
2025-09-17,372.45,373.6,369.82,372.93,84144519
2025-09-18,386.43,387.68,385.75,387.63,18368352
2025-09-19,380.18,385.62,376.41,381.99,63242838
2025-09-22,378.59,383.82,374.17,376.21,52495479
2025-09-23,372.12,373.73,370.7,372.15,98028615
2025-09-24,355.27,359.33,351.75,357.93,94159532
2025-09-25,355.92,357.5,352.82,354.54,23721794
2025-09-26,349.95,351.6,347.62,349.7,50739304
2025-09-29,353.07,355.82,349.8,350.64,50981729
2025-09-30,351.38,354.45,349.12,352.8,75829275
2025-10-01,363.69,365.76,360.16,364.71,29975372
2025-10-02,372.12,372.71,370.86,370.95,31731798
2025-10-03,368.32,370.36,364.89,367.1,76109355
2025-10-06,360.95,363.53,359.83,361.16,94648451
2025-10-07,364.3,365.84,362.39,364.36,97144025
2025-10-08,352.78,358.74,349.97,355.7,32438280
2025-10-09,368.58,370.87,367.03,367.43,97655030
2025-10-10,375.83,379.38,374.13,375.23,26920196
2025-10-13,372.85,373.99,371.51,372.06,66832433
2025-10-14,359.21,361.07,356.7,360.59,94143434
2025-10-15,367.65,369.81,366.5,369.38,66285723
2025-10-16,368.29,372.17,365.07,368.61,85081232
2025-10-17,376.99,379.29,374.85,376.83,38481082
2025-10-20,364.8,367.09,362.95,366.01,39537369
2025-10-21,361.45,363.2,360.51,362.06,45790315
2025-10-22,360.31,362.18,358.66,362.1,77873129
2025-10-23,363.8,366.11,360.32,362.4,24793752
2025-10-24,357.72,360.02,356.6,359.47,10308617
2025-10-27,362.07,363.63,361.3,363.5,21368954
2025-10-28,355.96,360.39,352.46,356.51,77853612
2025-10-29,355.65,357.72,351.33,355.6,65419340
2025-10-30,357.01,358.21,355.45,356.37,57050087
2025-10-31,362.92,365.89,358.95,359.67,10734275
2025-11-03,362.53,365.17,360.4,364.28,66546286
2025-11-04,356.5,357.53,355.31,356.9,42775006
2025-11-05,346.38,347.74,345.78,347.05,86795291
2025-11-06,354.77,359.51,348.88,355.03,86531658
2025-11-07,356.72,357.42,355.31,357.15,52541546
2025-11-10,351.58,353.13,349.72,352.34,16194224
2025-11-11,363.26,363.94,362.01,362.18,52499758
2025-11-12,362.93,363.47,362.15,362.93,58257587
2025-11-13,368.14,371.96,366.1,370.63,49747799
2025-11-14,370.96,371.66,369.58,371.09,36762677
2025-11-17,384.81,388.16,383.19,384.85,15318331
2025-11-18,397.03,400.27,393.6,397.01,42482872
2025-11-19,394.64,395.65,394.08,395.23,75030702
2025-11-20,400.95,404.4,399.44,402.14,96850024
2025-11-21,406.83,410.7,403.41,406.81,20736301
2025-11-24,415.14,421.92,410.28,416.84,21152153
2025-11-25,407.1,411.43,402.86,409.6,43679364
2025-11-26,413.6,415.91,410.99,414.65,35433907
2025-11-27,423.72,427.85,421.81,422.55,59396072
2025-11-28,408.66,409.39,408.27,409.18,53694538
2025-12-01,400.92,402.24,399.48,400.46,67182455
2025-12-02,386.88,391.57,383.25,385.76,49835189
2025-12-03,385.44,388.34,381.25,383.89,50339104
2025-12-04,391.89,395.69,387.04,388.85,97763889
2025-12-05,400.07,400.77,398.83,399.37,98762789
2025-12-08,400.44,401.5,398.99,399.9,57623905
2025-12-09,412.78,414.98,410.8,411.62,55173471
2025-12-10,400.47,403.67,396.23,401.4,12592316
2025-12-11,388.5,389.85,387.56,389.09,59697913
2025-12-12,388.12,390.45,386.41,388.7,69009476
2025-12-15,393.06,395.4,389.31,391.39,56619069
2025-12-16,390.55,393.89,387.48,391.16,77042893
2025-12-17,377.61,378.56,376.06,376.6,75829577
2025-12-18,374.74,376.29,372.1,376.0,64331101
2025-12-19,370.24,372.59,365.99,367.17,50801245
2025-12-22,373.07,374.77,369.66,371.59,96808069
2025-12-23,375.37,378.61,372.46,374.05,44538588
2025-12-24,367.6,369.75,365.99,367.72,64045191
2025-12-25,362.7,364.45,360.71,364.32,90440554
2025-12-26,357.65,358.07,357.31,357.37,87734507
2025-12-29,356.93,357.66,356.09,356.97,61535568
2025-12-30,361.63,364.13,358.16,363.1,63440239
2025-12-31,358.42,360.23,355.97,356.66,61079500
2026-01-01,357.65,364.05,352.41,359.9,53099658
2026-01-02,355.53,356.7,354.85,356.46,82405854
2026-01-05,350.25,354.52,346.43,351.38,22299755
2026-01-06,349.68,351.66,348.58,350.7,75040040
2026-01-07,344.63,345.42,343.11,344.16,50483087
2026-01-08,339.44,342.29,337.22,340.73,59558083
2026-01-09,332.67,334.58,331.59,333.39,69828066
2026-01-12,345.46,346.95,344.79,345.18,11821367
2026-01-13,345.95,349.07,342.01,345.4,76657978
2026-01-14,341.09,341.58,340.48,341.05,63230681
2026-01-15,341.89,344.3,340.03,342.36,40235640
2026-01-16,340.68,341.91,340.08,341.67,11578315
2026-01-19,341.27,344.23,338.71,340.31,50981642
2026-01-20,342.22,345.93,339.47,344.07,66424721
2026-01-21,351.16,353.79,347.66,348.76,95235670
2026-01-22,343.98,345.54,342.13,345.43,55447478
2026-01-23,342.92,345.76,340.64,341.85,65961553
2026-01-26,338.3,340.51,336.9,340.16,63377177
2026-01-27,326.81,327.84,324.47,326.06,70945797
2026-01-28,318.02,319.3,316.83,317.17,21199747
2026-01-29,325.93,326.67,324.94,324.97,82548971
2026-01-30,333.67,335.79,332.5,334.6,58726898
2026-02-02,334.71,338.13,331.37,333.1,67434908
2026-02-03,336.71,337.77,336.23,336.55,17081530
2026-02-04,341.17,345.0,337.3,338.44,58494716
2026-02-05,359.5,361.72,354.66,357.2,36635617
2026-02-06,364.7,366.61,363.12,364.39,56433552
2026-02-09,362.84,365.84,361.45,363.56,96783786
2026-02-10,356.95,358.52,356.24,357.3,76128719
2026-02-11,345.58,349.65,342.18,346.97,46755905
2026-02-12,347.58,348.37,347.13,348.24,41397110
2026-02-13,343.08,343.51,342.88,343.5,86423687
2026-02-16,335.58,337.81,332.21,334.71,33284876
2026-02-17,330.8,334.79,327.06,330.81,54976489
2026-02-18,322.65,326.65,319.8,324.37,45004423
2026-02-19,333.22,334.81,330.14,334.22,67079389
2026-02-20,337.31,339.6,336.1,339.53,77066688
2026-02-23,339.39,340.04,337.98,339.48,99054634
2026-02-24,346.85,354.21,341.39,348.52,54454950
2026-02-25,348.91,349.7,347.43,349.01,10424528
2026-02-26,344.38,345.47,343.09,343.59,37701434
2026-02-27,353.19,355.84,348.66,353.01,21103831
2026-03-02,355.24,357.24,350.72,356.44,68321649
2026-03-03,348.5,354.81,344.02,349.78,59207388
2026-03-04,348.75,350.37,345.22,348.59,50004651
2026-03-05,342.28,344.66,340.28,343.09,61982472
